Timestamp (ns);Aggregated CPU Load (%);GPU Busy (%);
3865762390140.000000;24.687904;20.164326;
3865826392956.000000;34.727036;16.973569;
3865890392188.000000;25.636701;16.345953;
3865952498300.000000;19.812111;18.478322;
3866015470460.000000;29.745523;19.791914;
3866078500988.000000;28.428776;18.286598;
3866141493884.000000;36.630812;14.025103;
3866205471100.000000;40.584451;14.465524;
3866268470140.000000;36.535575;16.475841;
3866332498556.000000;32.420654;16.168064;
3866395498876.000000;26.047189;18.022127;
3866457469052.000000;23.073145;16.720532;
3866521376380.000000;25.816391;18.759918;
3866583379836.000000;39.684355;19.995016;
3866646406780.000000;40.219939;16.814199;
3866710408828.000000;20.885011;17.455700;
3866773594236.000000;6.910598;19.595023;
3866835273084.000000;11.248876;18.860516;
3866896531580.000000;13.322272;18.322615;
3866959716988.000000;8.586190;17.524951;
3867021946236.000000;6.984224;18.923279;
3867085021564.000000;21.130783;23.965499;
3867145835132.000000;23.311040;24.325696;
3867208334972.000000;28.436677;21.663259;
3867272335228.000000;54.986478;24.728513;
3867334334332.000000;38.026084;31.210289;
3867397681276.000000;13.615772;31.781446;
3867460008572.000000;11.547250;32.465759;
3867521807996.000000;11.785251;33.674444;
3867584445564.000000;13.251867;31.314009;
3867647230588.000000;9.357906;28.378595;
3867708817532.000000;9.544545;30.150494;
3867772140924.000000;17.413614;31.965442;
3867834212732.000000;22.778210;29.870607;
3867894885500.000000;14.032625;33.178167;
3867956109180.000000;9.726940;34.217184;
3868019603580.000000;20.276087;31.979142;
3868081716860.000000;22.909206;30.297321;
3868145412476.000000;15.792797;32.916147;
3868207244924.000000;14.862726;34.299069;
3868269424508.000000;18.905517;30.490029;
3868330849660.000000;19.183205;32.385799;
3868392445820.000000;17.233661;34.184210;
3868454446716.000000;21.990938;32.997983;
3868518415996.000000;34.809971;31.865451;
3868582417532.000000;35.640220;30.229036;
3868645447804.000000;41.912065;34.192015;
3868707415420.000000;44.959027;35.466488;
3868770447996.000000;23.003560;31.426062;
3868831550844.000000;12.083460;32.403329;
3868894151292.000000;13.331656;33.096957;
3868957156732.000000;23.596686;31.569382;
3869020186492.000000;27.971064;29.842210;
3869083155836.000000;32.420891;29.228281;
3869145813884.000000;33.002040;34.313524;
3869208251516.000000;19.425715;35.737882;
3869270781308.000000;18.907989;31.476943;
3869334755196.000000;28.969604;32.690966;
3869395783292.000000;32.833633;33.184553;
3869458783100.000000;26.775257;31.000923;
3869521259388.000000;17.813504;29.384047;
3869582884988.000000;11.795475;33.237080;
3869645607804.000000;9.343368;36.080895;
3869707595900.000000;9.807230;33.061374;
3869771203708.000000;26.888007;30.794817;
3869834199164.000000;29.840265;33.178164;
3869895098236.000000;16.590700;32.346414;
3869958067580.000000;21.470809;31.068999;
3870020935036.000000;16.472096;30.662153;
3870082764412.000000;9.604749;32.279804;
3870145134460.000000;13.255675;34.357277;
3870206492540.000000;12.587871;29.988241;
3870268051836.000000;8.978735;32.591422;
3870329804924.000000;8.695322;34.025046;
3870392687228.000000;10.067332;30.355002;
3870455724412.000000;9.950583;29.054286;
3870518429564.000000;14.868165;33.896781;
3870580704892.000000;25.709651;35.735953;
3870643705980.000000;38.426640;31.902935;
3870705716604.000000;35.769327;32.456235;
3870768707196.000000;17.449150;33.295448;
3870829550716.000000;8.550689;31.776815;
3870891875964.000000;13.581006;29.269186;
3870953009532.000000;17.179261;31.565753;
3871016012412.000000;20.865408;33.473826;
3871079004028.000000;28.593221;31.092641;
3871141981308.000000;27.638131;29.034196;
3871204979068.000000;26.895894;31.468440;
3871265979004.000000;25.478397;33.543484;
3871328378748.000000;18.823564;30.406022;
3871391089020.000000;19.128052;31.012980;
3871455116924.000000;22.504162;32.781474;
3871517551228.000000;15.972192;32.270850;
3871579210108.000000;10.513876;30.583475;
3871642196604.000000;18.687672;31.630810;
3871703227260.000000;29.820876;32.847757;
3871767227516.000000;40.651223;31.942885;
3871831228284.000000;43.257079;30.358035;
3871893239420.000000;32.439330;31.500677;
3871954227580.000000;25.412616;32.866621;
3872018195836.000000;28.557425;31.554919;
3872082196604.000000;34.751052;31.781814;
3872145198716.000000;38.414739;30.059566;
3872209222268.000000;31.811875;32.172399;
3872271227516.000000;28.146218;33.905694;
3872335196796.000000;33.507163;31.325953;
3872399214972.000000;42.686108;30.524706;
3872462196604.000000;44.752969;33.077831;
3872525195900.000000;34.464630;34.221868;
3872588225916.000000;26.382080;32.214212;
3872652230780.000000;25.851363;31.680959;
3872714197372.000000;39.678270;29.282268;
3872778198396.000000;45.358568;32.045841;
3872840226940.000000;32.365316;33.672057;
3872903228796.000000;26.323614;30.900702;
3872966196092.000000;26.606838;29.775250;
3873029198460.000000;25.796525;31.744827;
3873091195516.000000;25.622290;32.875948;
3873155226748.000000;28.893052;31.130378;
3873218196860.000000;29.710225;30.591126;
3873281198716.000000;26.110674;32.087310;
3873345226620.000000;27.854337;33.462657;
3873408196220.000000;37.877026;31.836580;
3873470198396.000000;41.717027;31.577606;
3873533196156.000000;33.149345;30.031996;
3873595226236.000000;28.790422;32.670789;
3873659226492.000000;26.977940;34.796912;
3873720228988.000000;35.406245;31.332293;
3873784238204.000000;45.801040;31.107679;
3873848195708.000000;39.395267;35.963053;
3873912226940.000000;30.537915;36.099839;
3873975196540.000000;25.127851;31.754530;
3874038199420.000000;28.032697;30.685348;
3874102196348.000000;37.063083;29.328067;
3874165195900.000000;39.048921;33.960777;
3874228226684.000000;35.966462;35.949102;
3874290232956.000000;40.301062;32.326729;
3874353205116.000000;42.039675;30.689143;
3874415196796.000000;33.586537;33.747991;
3874478227324.000000;30.418653;34.941928;
3874540230268.000000;36.567625;30.612721;
3874604197500.000000;39.763342;29.447882;
3874667196028.000000;39.275221;33.395889;
3874728227196.000000;46.445038;34.899310;
3874791227004.000000;44.277608;30.730814;
3874855227516.000000;29.576240;30.805859;
3874919196028.000000;30.380801;34.695631;
3874981196412.000000;38.932739;34.414214;
3875045196668.000000;38.575858;32.586406;
3875109197180.000000;33.070354;31.629238;
3875172204924.000000;31.273657;30.017470;
3875234221436.000000;28.251943;34.380621;
3875297198716.000000;30.765836;35.483561;
3875360229500.000000;32.959924;31.331279;
3875423197308.000000;26.678788;29.304218;
3875486226300.000000;27.366549;32.302580;
3875548195708.000000;29.474754;33.614347;
3875612197244.000000;27.641011;30.979653;
3875675196796.000000;26.423409;29.102714;
3875739197564.000000;28.601360;32.360731;
3875801227900.000000;25.816989;34.314138;
3875863926140.000000;15.338224;31.006976;
3875928038780.000000;10.848081;31.416716;
3875991020668.000000;15.764108;32.696446;
3876053729916.000000;15.268893;32.830936;
3876115170428.000000;10.240424;32.065394;
3876176322684.000000;11.477350;29.385491;
3876239428732.000000;15.487476;32.296849;
3876300951420.000000;13.473328;34.881005;
3876364349308.000000;11.406213;31.765980;
3876427008636.000000;12.866508;29.489506;
3876488671868.000000;11.915173;32.428186;
3876549861500.000000;18.870508;33.571154;
3876581892476.000000;30.917401;30.340253;
3876660862588.000000;40.974912;33.441593;
3876723854716.000000;46.093071;37.901954;
3876786855292.000000;53.952229;34.746323;
3876850856060.000000;50.428776;29.396490;
3876914855292.000000;32.899728;27.922590;
3876977859708.000000;25.379274;29.710218;
3877039854716.000000;24.489423;29.739405;
3877101853820.000000;20.458246;23.098042;
3877165887868.000000;21.164264;20.146475;
3877229889916.000000;25.504429;19.217659;
3877292884604.000000;22.104952;21.275809;
3877355036540.000000;15.042558;22.249423;
3877417283452.000000;8.210607;19.434423;
3877479265148.000000;10.436453;20.406450;
3877540288892.000000;12.449851;20.755883;
3877602897020.000000;12.766664;20.019366;
3877680310908.000000;16.007681;18.766094;
3877741843324.000000;18.888530;20.292996;
3877802867580.000000;17.297184;21.629714;
3877865727868.000000;11.759526;18.970119;
3877927845500.000000;14.597838;20.011673;
3877990586236.000000;13.340458;21.006664;
3878052219516.000000;12.789489;19.769164;
3878115228796.000000;12.338644;18.523949;
3878178146172.000000;8.321216;20.521508;
3878240940156.000000;11.531370;21.595472;
3878303831420.000000;11.053254;19.489067;
3878366948476.000000;14.687361;18.310879;
3878429518972.000000;14.169284;20.046274;
3878491423612.000000;12.264274;21.276591;
3878553497980.000000;12.929626;19.871739;
3878615094396.000000;16.046120;20.010544;
3878678374012.000000;22.872922;19.960416;
3878741399932.000000;19.631947;20.488305;
3878803449212.000000;13.936412;19.762650;
3878865531004.000000;11.481703;20.100212;
3878927921532.000000;11.068003;20.743576;
3878991435644.000000;10.047061;19.755362;
3879054182780.000000;12.503878;19.029335;
3879117059196.000000;13.721721;20.397986;
3879179201148.000000;13.499617;21.270422;
3879240440188.000000;12.727257;20.163460;
3879303660924.000000;12.809750;18.632039;
3879364463228.000000;18.104332;19.920245;
3879427846268.000000;32.839535;21.636032;
3879490843260.000000;29.064521;20.106681;
3879554314620.000000;19.072448;18.996755;
3879616385404.000000;29.484921;19.594857;
3879678292348.000000;27.224420;21.369549;
3879741052796.000000;21.787312;20.772633;
3879803925628.000000;21.770318;19.692958;
3879864832636.000000;17.805446;19.911727;
3879926934396.000000;13.118584;20.115200;
3879989344636.000000;10.522954;19.222971;
3880050048380.000000;8.188161;20.517450;
3880111767676.000000;10.445254;21.093974;
3880174313852.000000;14.361749;19.042575;
3880235451004.000000;10.641545;20.591263;
3880297955196.000000;8.823682;21.386374;
3880359579260.000000;8.609202;20.084652;
3880421982332.000000;6.220072;20.358188;
3880485233532.000000;6.118944;20.221922;
3880547071612.000000;7.979541;19.729747;
3880609293948.000000;13.582706;19.197957;
3880670694780.000000;19.217348;20.664001;
3880731854204.000000;14.680865;21.605995;
3880795137404.000000;11.198445;20.462092;
3880857753212.000000;10.040893;18.296804;
3880920546684.000000;6.383332;20.433214;
3880981524604.000000;14.164385;21.109388;
3881044980604.000000;23.769767;19.696180;
3881107028092.000000;15.950746;22.079472;
3881168211324.000000;13.649690;20.930363;
3881231017852.000000;16.068426;19.885852;
3881292823676.000000;13.161135;20.407261;
3881354861180.000000;12.874847;20.981006;
3881417276284.000000;9.857376;20.741009;
3881478646908.000000;8.232207;19.068174;
3881541535868.000000;10.156197;20.278596;
3881604484476.000000;10.101711;21.528615;
3881668254076.000000;8.928547;20.060829;
3881729010300.000000;11.890191;19.055540;
3881790722940.000000;19.461238;20.520258;
3881854419580.000000;16.103709;21.208011;
3881915680124.000000;6.306908;19.913496;
3881978891900.000000;7.983952;18.112027;
3882040143484.000000;9.086143;20.088382;
3882103037308.000000;7.021384;21.922272;
3882164430972.000000;6.662850;19.097592;
3882227673468.000000;7.905746;20.759135;
3882290155132.000000;17.874164;21.561698;
3882352299900.000000;20.272061;20.284780;
3882414430588.000000;11.333747;19.095958;
3882476949372.000000;8.782418;20.397875;
3882538802556.000000;9.313923;21.808754;
3882602368124.000000;13.792823;20.127982;
3882663487100.000000;11.323291;20.039724;
3882726200188.000000;9.970511;19.865231;
3882788055164.000000;11.635322;19.692769;
3882850984060.000000;9.754809;19.074324;
3882913644156.000000;9.055969;19.837922;
3882975744636.000000;8.202191;20.795696;
3883036839548.000000;12.973661;20.114547;
3883097974908.000000;14.291590;19.796157;
3883159742076.000000;16.330695;19.697316;
3883221884028.000000;17.654488;20.417729;
3883285439612.000000;11.610264;19.713764;
3883347039868.000000;8.784439;20.087574;
3883410374268.000000;9.547066;20.922077;
3883471222652.000000;9.778814;19.979705;
3883532457340.000000;10.307868;19.893169;
3883594878588.000000;15.607864;19.970058;
3883656767612.000000;14.191373;20.855009;
3883719849084.000000;8.259272;19.966558;
3883783687292.000000;6.827781;20.501005;
3883844466812.000000;14.343314;21.264407;
3883907394684.000000;15.268413;19.966640;
3883969320060.000000;7.822266;18.599441;
3884031527804.000000;8.431841;20.484958;
3884093210748.000000;13.063692;21.448117;
3884154475388.000000;13.317956;19.008878;
3884217162108.000000;11.798774;20.455959;
3884279860604.000000;11.136713;21.047675;
3884342292348.000000;9.300436;20.035299;
3884403790204.000000;9.070440;18.329549;
3884465197948.000000;9.009554;20.546201;
3884527470204.000000;9.959232;22.121357;
3884589357180.000000;10.652202;18.889042;
3884650461308.000000;12.435571;20.283509;
3884712141180.000000;12.389568;21.393142;
3884775443580.000000;10.084925;20.076079;
3884837988220.000000;11.035310;18.590041;
3884901131644.000000;10.295238;20.774092;
3884963668092.000000;8.267858;21.988990;
3885026788476.000000;16.808535;19.743494;
3885088994172.000000;16.143246;20.236035;
3885150377340.000000;11.540144;20.370872;
3885211317884.000000;17.375687;20.001122;
3885275459708.000000;13.714334;18.003188;
3885336651388.000000;7.478234;20.508509;
3885398159996.000000;10.797925;22.417083;
3885460107132.000000;13.505699;19.139068;
3885521148284.000000;11.081638;20.124174;
3885582085756.000000;18.237164;20.899070;
3885644401532.000000;20.652593;20.165262;
3885706874236.000000;13.440652;20.415123;
3885768294012.000000;11.041024;20.256570;
3885830665084.000000;14.946571;20.115745;
3885892277628.000000;16.131049;18.821879;
3885953184380.000000;17.022396;19.698014;
3886014966908.000000;25.947167;20.899207;
3886077544828.000000;22.427886;20.214719;
3886139430268.000000;14.823623;21.282186;
3886201097340.000000;14.013674;21.131014;
3886263430012.000000;13.612883;19.405204;
3886326666364.000000;12.845244;20.567669;
3886389227900.000000;10.212815;21.070465;
3886451925628.000000;8.954741;19.880939;
3886513497212.000000;9.409794;19.337105;
3886574440828.000000;9.821836;20.214355;
3886636008316.000000;8.185034;21.094018;
3886698762108.000000;6.755408;19.949323;
3886761614716.000000;9.752342;20.045823;
3886823841404.000000;11.880930;20.432681;
3886886345340.000000;13.587287;20.372868;
3886947907964.000000;14.967148;19.192002;
3887011230332.000000;11.994394;20.176457;
3887073872764.000000;12.772426;20.965100;
3887135619964.000000;14.840613;19.562286;
3887197436028.000000;13.374731;18.221391;
3887259456636.000000;9.327017;20.282722;
3887322815612.000000;9.747630;21.669699;
3887385366652.000000;11.996755;19.784382;
3887447437180.000000;10.529328;18.137730;
3887510612860.000000;12.672752;20.369890;
3887572480124.000000;11.887438;22.122636;
3887634398076.000000;9.825002;19.269667;
3887697440636.000000;10.237619;20.211237;
3887759749244.000000;14.431558;20.767461;
3887822890108.000000;16.460888;18.717566;
3887884784764.000000;28.555355;19.327350;
3887946678652.000000;26.273594;21.546103;
3888010230140.000000;12.570662;21.050971;
3888071008380.000000;12.943394;20.001748;
3888135476604.000000;17.090197;18.808469;
3888195663996.000000;17.877014;20.775939;
3888258398844.000000;12.310337;21.607430;
3888321517180.000000;12.938858;19.617762;
3888384295804.000000;14.429260;18.411602;
3888447308156.000000;13.836629;20.208866;
3888509129084.000000;10.090805;22.147671;
3888571727740.000000;11.612077;20.078767;
3888633729916.000000;12.159669;19.851967;
3888694773116.000000;11.421872;20.612539;
3888757077628.000000;10.782408;20.508107;
3888818260604.000000;7.895997;19.957217;
3888879390332.000000;12.332219;19.912243;
3888942961276.000000;12.687969;20.031589;
3889005090428.000000;9.850423;18.933310;
3889067380860.000000;9.357696;20.389367;
3889129448572.000000;6.215452;21.538351;
3889190408572.000000;7.265131;20.000319;
3889254286972.000000;8.437633;18.951547;
3889316288124.000000;6.237697;20.623753;
3889378533756.000000;7.029652;21.329925;
3889441855612.000000;8.091743;19.450731;
3889505242236.000000;7.340931;18.745673;
3889566234492.000000;7.121828;20.996023;
3889628159356.000000;7.877272;22.029352;
3889690093180.000000;9.224386;19.083526;
3889752507004.000000;7.831228;20.381924;
3889814615676.000000;6.693957;21.467353;
3889876708220.000000;7.529873;19.116964;
3889940436348.000000;7.867421;18.939255;
3890001731452.000000;6.205471;21.482008;
3890063666300.000000;6.538886;21.292121;
3890125937020.000000;10.540990;19.046390;
3890188015484.000000;13.230993;20.369733;
3890250542460.000000;12.477690;21.445346;
3890311904636.000000;8.851618;20.652633;
3890375518588.000000;6.915917;18.864737;
3890439591036.000000;6.052727;20.267235;
3890502504572.000000;5.268978;21.802961;
3890564715388.000000;6.067131;20.167319;
3890628110716.000000;6.379856;19.394384;
3890690012028.000000;9.266880;19.949049;
3890751025532.000000;14.133135;20.903218;
3890812169340.000000;12.517388;19.773085;
3890874221692.000000;6.756739;20.605407;
3890936962684.000000;13.791114;21.095697;
3890999620732.000000;15.547399;19.905831;
3891061420668.000000;7.775255;18.910218;
3891123894140.000000;18.124530;19.704608;
3891187067772.000000;17.419745;21.701442;
3891248620412.000000;8.573805;20.981227;
3891311405180.000000;8.361150;18.109568;
3891373078140.000000;8.375412;20.401844;
3891434880892.000000;15.086199;22.401360;
3891497215100.000000;14.340939;19.356376;
3891559093884.000000;21.113327;20.196416;
3891621910140.000000;19.034562;20.993153;
3891682778492.000000;9.227513;19.434856;
3891744511100.000000;8.927244;20.007819;
3891807241596.000000;6.200964;20.490211;
3891870626172.000000;8.879740;19.960226;
3891933607292.000000;10.786493;19.934825;
3891996937084.000000;13.758196;18.789248;
3892060362876.000000;14.944375;20.929634;
3892122718332.000000;14.387590;21.842378;
3892185353852.000000;12.302825;19.857521;
3892247099260.000000;9.011879;19.964123;
3892308775292.000000;9.680405;19.865465;
3892369848956.000000;10.241709;19.848036;
3892432936828.000000;10.042006;19.214837;
3892493728124.000000;15.331010;20.512874;
3892554616444.000000;15.782867;21.195703;
3892615668348.000000;9.841470;18.051506;
3892677425276.000000;10.063998;20.606372;
3892738344316.000000;10.866838;22.603085;
3892799470204.000000;13.935330;19.096514;
3892862809468.000000;16.664664;20.265435;
3892925915260.000000;18.532691;21.602100;
3892987476092.000000;19.943226;20.348978;
3893049849212.000000;15.763355;19.851934;
3893111283580.000000;13.367941;19.917928;
3893172675196.000000;17.183351;20.061969;
3893235566972.000000;17.598617;19.442464;
3893298033788.000000;9.929629;20.923186;
3893359635324.000000;8.707882;21.391242;
3893422825084.000000;17.732618;19.850389;
3893486324092.000000;16.799963;18.791315;
3893549160316.000000;11.459898;20.627922;
3893610158716.000000;11.702976;21.661414;
3893672876156.000000;10.192513;19.794783;
3893736307836.000000;12.889093;18.558837;
3893798226044.000000;13.128340;20.581984;
3893861174140.000000;10.472651;21.854500;
3893922924156.000000;10.662440;19.022033;
3893985066620.000000;8.401672;20.872680;
3894046557820.000000;11.700926;21.739967;
3894108071292.000000;12.629469;19.856881;
3894171501692.000000;12.342486;18.847360;
3894233716860.000000;12.538705;20.831401;
3894295987580.000000;14.503814;21.958103;
3894358901116.000000;16.101597;20.023740;
3894421499004.000000;10.527967;20.141679;
3894484130172.000000;16.368820;20.116712;
3894546683516.000000;18.133713;19.937278;
3894608622204.000000;10.362122;19.304623;
3894671889788.000000;8.402269;20.120443;
3894734905468.000000;13.045702;21.072039;
3894796387452.000000;21.885457;20.218284;
3894858584188.000000;21.391160;19.248294;
3894921891452.000000;13.158866;20.454792;
3894983114364.000000;25.099468;21.428304;
3895045336956.000000;24.526328;19.996252;
3895107324540.000000;9.206877;19.582995;
3895169309308.000000;16.936549;20.061571;
3895231626876.000000;17.874686;20.083298;
3895294670204.000000;11.477196;18.939644;
3895357346684.000000;13.817390;20.230299;
3895419536764.000000;12.307643;21.060128;
3895480284284.000000;8.875036;19.934412;
3895540903036.000000;9.753077;20.175713;
3895604016252.000000;12.114552;20.292368;
3895663837564.000000;15.182698;19.932925;
3895709605756.000000;12.251540;20.007450;
3895772010876.000000;12.748800;20.411669;
3895834712444.000000;13.254977;20.180285;
3895896671100.000000;17.173684;19.071654;
3895959432316.000000;23.672540;20.292808;
3896021400956.000000;23.131196;21.441326;
3896084402300.000000;19.357422;19.788084;
3896162305404.000000;16.937168;18.118357;
3896226321020.000000;18.156561;20.318077;
3896288468092.000000;14.625580;21.777174;
3896350691196.000000;17.445181;19.988447;
3896412668028.000000;34.848192;19.039109;
3896475691644.000000;37.080811;20.563635;
3896538689916.000000;18.301098;21.294023;
3896600689788.000000;8.369215;19.459045;
3896664423292.000000;15.766795;18.281065;
3896727113596.000000;21.543626;20.361848;
3896789057916.000000;16.323916;21.946843;
3896851763324.000000;14.407084;20.078220;
3896914449020.000000;16.162675;18.527586;
3896975789948.000000;17.399284;20.251849;
3897037994108.000000;13.694572;21.526424;
3897099734396.000000;10.033671;18.849686;
3897161024892.000000;12.807690;20.366504;
3897222035580.000000;14.164404;21.553975;
3897283342716.000000;13.333027;19.152031;
3897344674684.000000;10.415779;20.445494;
3897407893116.000000;6.893417;21.330309;
3897469586044.000000;12.675295;19.047563;
3897532592764.000000;13.251206;20.250990;
3897593633404.000000;10.482289;21.959678;
3897655781500.000000;9.713505;20.813348;
3897718510972.000000;6.370025;19.249352;
3897779191164.000000;6.091368;20.754783;
3897841862524.000000;6.900794;21.409749;
3897904661116.000000;7.072089;19.940667;
3897967433852.000000;5.644672;20.263809;
3898029435516.000000;8.682789;20.112569;
3898091394172.000000;9.071757;19.814583;
3898152828540.000000;6.730458;18.954736;
3898216260220.000000;18.161453;19.926148;
3898279782012.000000;17.309054;21.193344;
3898341530748.000000;6.121497;20.257389;
3898404426620.000000;6.603688;18.980665;
3898466834556.000000;6.194794;20.133921;
3898528516988.000000;8.412262;21.090068;
3898592246396.000000;16.355027;19.206946;
3898653846652.000000;12.868470;19.367301;
3898715095676.000000;7.088825;21.916800;
3898776067196.000000;11.498623;21.870409;
3898837182332.000000;9.333087;20.582369;
3898900273788.000000;11.070975;20.656241;
3898961282428.000000;11.743842;19.937597;
3899023956092.000000;17.692388;19.346775;
3899085528444.000000;17.788704;20.677187;
3899147125116.000000;6.775182;21.201341;
3899209235580.000000;7.677740;20.120378;
3899270915452.000000;6.940263;20.036799;
3899332802940.000000;6.822091;19.701530;
3899396128636.000000;7.819208;20.042004;
3899458882172.000000;9.217407;19.519457;
3899521543036.000000;8.228563;20.196598;
3899583562108.000000;7.325041;20.997832;
3899646962812.000000;11.931147;18.898564;
3899708293756.000000;16.552229;19.458280;
3899770024572.000000;18.426016;21.910503;
3899833184124.000000;14.044956;21.473418;
3899895595132.000000;7.660609;20.338465;
3899958699644.000000;5.564115;18.926064;
3900020166780.000000;7.556637;20.268689;
3900081751676.000000;10.325162;21.779506;
3900143733372.000000;10.529987;19.140374;
3900205726076.000000;11.621812;20.372873;
3900267464828.000000;9.649540;21.449209;
3900329577084.000000;9.399443;19.217222;
3900393108092.000000;14.383152;18.301126;
3900456637052.000000;18.846928;20.932374;
3900518820476.000000;25.029896;21.852091;
3900580219004.000000;37.299056;19.411436;
3900642573948.000000;32.442567;20.687819;
3900704990076.000000;20.581158;21.203691;
3900766887804.000000;19.996138;19.846478;
3900828403324.000000;16.226848;18.741325;
3900892595324.000000;12.633305;20.316966;
3900954261628.000000;13.039127;21.498441;
3901014439804.000000;21.623871;19.161686;
3901075824252.000000;29.719003;20.320874;
3901137890940.000000;24.835088;21.087862;
3901198555004.000000;17.355649;19.520748;
3901261147772.000000;14.272958;20.796885;
3901323494780.000000;14.086209;21.822482;
3901386482556.000000;13.656682;20.556572;
3901449345916.000000;12.522855;19.366172;
3901511127932.000000;12.674055;20.381189;
3901573139580.000000;10.635089;20.781036;
3901635125884.000000;10.443568;19.835239;
3901698236540.000000;8.578919;19.045039;
3901760351100.000000;7.662922;20.925179;
3901823063420.000000;10.347356;22.021701;
3901884507772.000000;10.873585;19.471008;
3901947512700.000000;11.019136;20.084184;
3902010301564.000000;12.512398;20.695659;
3902072815484.000000;9.474333;20.128777;
3902135182204.000000;7.321644;19.492232;
3902197999228.000000;10.858836;20.571350;
3902259750524.000000;9.926207;21.273821;
3902322183292.000000;10.227611;19.970057;
3902384708732.000000;11.536935;18.946766;
3902446513276.000000;9.995926;21.007899;
3902508858492.000000;8.856989;22.149679;
3902569658236.000000;6.458928;19.326194;
3902631564924.000000;11.113537;20.351112;
3902692194940.000000;11.783914;21.198740;
3902754988156.000000;18.287071;20.259283;
3902817956220.000000;18.339398;18.215826;
3902880574332.000000;11.988402;20.301470;
3902943168380.000000;17.512721;22.039126;
3903007199356.000000;13.993490;19.353304;
3903069730428.000000;15.238702;18.340195;
3903130871420.000000;15.787238;20.403875;
3903192428924.000000;17.568097;20.489509;
3903255556732.000000;18.003020;19.337883;
3903317529980.000000;8.736276;21.543613;
3903379865468.000000;6.612898;20.887995;
3903442698876.000000;7.010922;19.736060;
3903506376316.000000;10.428213;19.129083;
3903567837564.000000;10.718813;20.442108;
3903630443132.000000;8.216419;21.146789;
3903692316028.000000;7.610144;19.821984;
3903755279996.000000;6.164789;18.177938;
3903817017468.000000;6.574928;20.870974;
3903878115964.000000;10.522412;22.437584;
3903940142460.000000;15.262423;19.345493;
3904003881340.000000;11.545009;20.818184;
3904065857148.000000;7.138533;21.450288;
3904127046780.000000;7.303676;20.098167;
3904188763004.000000;6.406913;19.787288;
3904251417980.000000;7.691078;19.980276;
3904313571708.000000;9.726846;20.169068;
3904376297084.000000;9.993051;19.181227;
3904439216252.000000;12.119205;20.224077;
3904501298044.000000;10.004478;20.719672;
3904561792380.000000;7.414337;19.874309;
3904625142652.000000;9.503581;18.554172;
3904688315260.000000;8.828767;20.071281;
3904749340540.000000;9.235839;21.594559;
3904812578940.000000;12.221300;19.895700;
3904874478204.000000;12.396185;19.986393;
3904936877692.000000;11.468021;19.912694;
3904999351932.000000;11.866236;19.753004;
3905061555580.000000;12.106861;18.821344;
3905125090428.000000;24.670519;18.817537;
3905186906748.000000;28.850178;20.933847;
3905249024892.000000;15.354412;21.100272;
3905309627260.000000;11.656271;19.996075;
3905372486268.000000;11.324844;20.192723;
3905436114812.000000;9.731354;19.997275;
3905497310844.000000;10.727467;18.781551;
3905558763132.000000;9.860048;19.866105;
3905620372604.000000;8.770934;21.001699;
3905683157884.000000;14.393246;19.836272;
3905746712188.000000;19.468615;19.233519;
3905809681532.000000;21.680703;20.528660;
3905872712316.000000;22.999392;21.140578;
3905936711548.000000;23.078192;19.725283;
3905999711868.000000;25.465964;19.494604;
3906061681276.000000;25.187056;20.009602;
3906124683388.000000;27.157371;20.614960;
3906188332156.000000;26.070779;20.882431;
3906250340220.000000;19.477318;20.281300;
3906313871996.000000;15.055828;18.351253;
3906375167356.000000;9.664600;20.525719;
3906437568124.000000;7.476614;22.023333;
3906500504444.000000;8.195993;19.144377;
3906563404924.000000;8.743839;20.345799;
3906625223804.000000;9.557534;21.058664;
3906687485564.000000;18.377163;20.115561;
3906748489596.000000;18.428898;18.686890;
3906809621116.000000;10.560853;20.414546;
3906871932284.000000;13.873885;21.801660;
3906934431356.000000;14.929340;19.024240;
3906996863612.000000;10.822260;20.158482;
3907059993468.000000;6.780424;21.022082;
3907122987388.000000;13.421851;19.989549;
3907187040124.000000;17.144346;20.055853;
3907248745084.000000;10.501609;20.065167;
3907311639420.000000;7.404033;20.037935;
3907373607036.000000;6.296184;19.788596;
3907437461884.000000;10.588848;18.832537;
3907499389052.000000;12.701181;19.832757;
3907561693052.000000;8.327458;20.867693;
3907624049276.000000;7.548792;19.991386;
3907687186300.000000;15.911258;19.133373;
3907749209212.000000;24.253184;20.415680;
3907810523260.000000;20.269038;20.722437;
3907871940988.000000;11.066461;18.726224;
3907934694524.000000;10.702116;19.975619;
3907997192828.000000;10.875339;20.880612;
3908059821436.000000;6.359202;20.037742;
3908122350204.000000;10.802329;18.916218;
3908186438012.000000;16.923268;17.987827;
3908250467196.000000;17.982962;21.724380;
3908312713340.000000;13.900650;22.483003;
3908375593084.000000;9.914132;19.808904;
3908438443900.000000;11.355241;18.333555;
3908501394300.000000;9.787634;20.448242;
3908564456572.000000;7.564146;21.874917;
3908626867324.000000;7.108896;19.769941;
3908689593724.000000;8.184544;19.133983;
3908752399484.000000;16.543881;20.396567;
3908814430076.000000;24.378892;21.084959;
3908878540412.000000;25.151347;19.410817;
3908940319100.000000;19.779582;18.031051;
3909004317052.000000;20.208088;19.889054;
3909066962044.000000;25.976572;21.316753;
3909128962172.000000;26.983499;19.818423;
3909192964476.000000;29.735945;19.235838;
3909255931516.000000;28.356284;20.036176;
